date_日期,price_价格,title_名称,itemurl_商品链接,qushi_趋势,changPriceRemark_趋势变动
2021-06-09,8699.0,七彩虹（Colorful） 将星X15游戏本15.6英寸144Hz高端电竞笔记本电脑（开增值税专票） 仓配版：11代i7+3060+16G+500G,http://item.jd.com/10032218944060.html,上涨,涨幅10%
2021-06-09,8699.0,七彩虹（Colorful） 将星X15游戏本15.6英寸144Hz高端电竞笔记本电脑（开增值税专票） 仓配版：11代i7+3060+16G+500G,http://item.jd.com/10032218944060.html,上涨,涨幅10%
2021-06-10,8699.0,七彩虹（Colorful） 将星X15游戏本15.6英寸144Hz高端电竞笔记本电脑（开增值税专票） 仓配版：11代i7+3060+16G+500G,http://item.jd.com/10032218944060.html,上涨,涨幅10%
2021-06-10,8699.0,七彩虹（Colorful） 将星X15游戏本15.6英寸144Hz高端电竞笔记本电脑（开增值税专票） 仓配版：11代i7+3060+16G+500G,http://item.jd.com/10032218944060.html,上涨,涨幅10%
2021-06-11,8499.0,七彩虹（Colorful） 将星X15游戏本15.6英寸144Hz高端电竞笔记本电脑（开增值税专票） 仓配版：11代i7+3060+16G+500G,http://item.jd.com/10032218944060.html,上涨,涨幅10%
2021-06-11,8499.0,七彩虹（Colorful） 将星X15游戏本15.6英寸144Hz高端电竞笔记本电脑（开增值税专票） 仓配版：11代i7+3060+16G+500G,http://item.jd.com/10032218944060.html,上涨,涨幅10%
2021-06-12,8699.0,七彩虹（Colorful） 将星X15游戏本15.6英寸144Hz高端电竞笔记本电脑（开增值税专票） 仓配版：11代i7+3060+16G+500G,http://item.jd.com/10032218944060.html,上涨,涨幅10%
2021-06-12,8699.0,七彩虹（Colorful） 将星X15游戏本15.6英寸144Hz高端电竞笔记本电脑（开增值税专票） 仓配版：11代i7+3060+16G+500G,http://item.jd.com/10032218944060.html,上涨,涨幅10%
2021-06-13,8699.0,七彩虹（Colorful） 将星X15游戏本15.6英寸144Hz高端电竞笔记本电脑（开增值税专票） 仓配版：11代i7+3060+16G+500G,http://item.jd.com/10032218944060.html,上涨,涨幅10%
2021-06-13,8699.0,七彩虹（Colorful） 将星X15游戏本15.6英寸144Hz高端电竞笔记本电脑（开增值税专票） 仓配版：11代i7+3060+16G+500G,http://item.jd.com/10032218944060.html,上涨,涨幅10%
2021-06-14,8699.0,七彩虹（Colorful） 将星X15游戏本15.6英寸144Hz高端电竞笔记本电脑（开增值税专票） 仓配版：11代i7+3060+16G+500G,http://item.jd.com/10032218944060.html,上涨,涨幅10%
2021-06-14,8699.0,七彩虹（Colorful） 将星X15游戏本15.6英寸144Hz高端电竞笔记本电脑（开增值税专票） 仓配版：11代i7+3060+16G+500G,http://item.jd.com/10032218944060.html,上涨,涨幅10%
2021-06-15,8699.0,七彩虹（Colorful） 将星X15游戏本15.6英寸144Hz高端电竞笔记本电脑（开增值税专票） 仓配版：11代i7+3060+16G+500G,http://item.jd.com/10032218944060.html,上涨,涨幅10%
2021-06-15,8699.0,七彩虹（Colorful） 将星X15游戏本15.6英寸144Hz高端电竞笔记本电脑（开增值税专票） 仓配版：11代i7+3060+16G+500G,http://item.jd.com/10032218944060.html,上涨,涨幅10%
2021-06-16,8699.0,七彩虹（Colorful） 将星X15游戏本15.6英寸144Hz高端电竞笔记本电脑（开增值税专票） 仓配版：11代i7+3060+16G+500G,http://item.jd.com/10032218944060.html,上涨,涨幅10%
2021-06-16,8699.0,七彩虹（Colorful） 将星X15游戏本15.6英寸144Hz高端电竞笔记本电脑（开增值税专票） 仓配版：11代i7+3060+16G+500G,http://item.jd.com/10032218944060.html,上涨,涨幅10%
2021-06-17,8699.0,七彩虹（Colorful） 将星X15游戏本15.6英寸144Hz高端电竞笔记本电脑（开增值税专票） 仓配版：11代i7+3060+16G+500G,http://item.jd.com/10032218944060.html,上涨,涨幅10%
2021-06-17,8699.0,七彩虹（Colorful） 将星X15游戏本15.6英寸144Hz高端电竞笔记本电脑（开增值税专票） 仓配版：11代i7+3060+16G+500G,http://item.jd.com/10032218944060.html,上涨,涨幅10%
2021-06-18,8699.0,七彩虹（Colorful） 将星X15游戏本15.6英寸144Hz高端电竞笔记本电脑（开增值税专票） 仓配版：11代i7+3060+16G+500G,http://item.jd.com/10032218944060.html,上涨,涨幅10%
